"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.085384179E2,6.614749908E0,-3.368968964E0,2.607407331E0
2.085434146E2,6.748696804E0,-3.316770554E0,2.595414639E0
2.085484112E2,6.771383762E0,-3.367137909E0,2.573596954E0
2.085534078E2,6.542255402E0,-3.299955368E0,2.499175072E0
2.085584044E2,6.152773380E0,-3.301918983E0,2.675723314E0
2.085634010E2,5.596124172E0,-3.255560875E0,3.109536409E0
2.085683976E2,4.904019356E0,-3.136782646E0,3.572039127E0
2.085733942E2,3.933391333E0,-2.696681976E0,4.014664173E0
2.085783909E2,2.828460693E0,-2.363674164E0,4.448485851E0
2.085833875E2,1.836408615E0,-2.173034668E0,5.003293037E0
2.085883841E2,1.000819325E0,-2.155367851E0,5.720701218E0
2.085933807E2,5.559659004E-1,-2.147555351E0,6.073452950E0
2.085983773E2,4.816155434E-1,-2.307291985E0,6.001704216E0
2.086033739E2,1.056276917E0,-2.773011208E0,5.792888165E0
2.086083706E2,1.897404671E0,-3.298081398E0,5.189697266E0
2.086133672E2,2.694880247E0,-3.731950760E0,4.387460232E0
2.086183638E2,3.314462423E0,-4.185180664E0,3.713017464E0
2.086233604E2,3.734265566E0,-4.564601898E0,3.281510115E0
2.086283570E2,4.224185944E0,-4.987486839E0,3.209506989E0
2.086333536E2,4.633508682E0,-5.336524010E0,3.302066803E0
2.086383502E2,4.923987389E0,-5.659708977E0,3.537004471E0
2.086433469E2,4.955378532E0,-5.978784561E0,3.873111248E0
2.086483435E2,4.822160244E0,-6.159935951E0,4.336066246E0
2.086533401E2,4.296628952E0,-6.208518982E0,4.952256203E0
2.086583367E2,3.257349968E0,-6.079450607E0,5.216007233E0
2.086633333E2,2.133226156E0,-5.775306702E0,5.750520229E0
2.086683299E2,7.946248055E-1,-5.585663795E0,6.352231026E0
2.086733265E2,-7.070156932E-2,-5.378773689E0,6.940181255E0
2.086783232E2,-5.562058687E-1,-5.087865829E0,7.175626755E0
2.086833198E2,-9.182301760E-1,-4.689926147E0,6.472288132E0
2.086883164E2,-1.305330753E0,-3.965840340E0,4.673838615E0
2.086933130E2,-1.307214975E0,-3.340176582E0,2.653166533E0
2.086983096E2,-7.562461495E-1,-3.054816246E0,6.969227791E-1
2.087033062E2,7.435645163E-2,-3.121503830E0,-7.633866072E-1
2.087083028E2,9.080622792E-1,-3.205146790E0,-2.173413992E0
2.087132995E2,1.128794909E0,-2.990166664E0,-4.163764000E0
2.087182961E2,1.119862080E0,-2.737672806E0,-6.252236366E0
2.087232927E2,1.180003166E0,-2.454652786E0,-7.874167442E0
2.087282893E2,1.078431129E0,-2.289114952E0,-8.860063553E0
2.087332859E2,8.026320338E-1,-2.750210762E0,-8.665432930E0
2.087382825E2,6.354577839E-2,-3.246090889E0,-7.801338196E0
2.087432791E2,-1.075184941E0,-3.456124306E0,-6.782351971E0
2.087482758E2,-2.443195105E0,-3.823401451E0,-5.316753864E0
2.087532724E2,-3.916153193E0,-4.230636597E0,-3.683359623E0
2.087582690E2,-5.143073082E0,-4.445803642E0,-2.272005320E0
2.087632656E2,-5.856515884E0,-4.579291344E0,-8.884672523E-1
2.087682622E2,-5.880195618E0,-4.636113167E0,4.097502232E-1
2.087732588E2,-5.384582996E0,-4.669151306E0,1.481417298E0
2.087782554E2,-4.838182926E0,-4.475253105E0,2.257216215E0
2.087832521E2,-4.392949104E0,-4.052240372E0,2.813163996E0
2.087882487E2,-4.562511921E0,-3.701433182E0,2.386939049E0
2.087932453E2,-5.147070885E0,-3.506082535E0,1.759039760E0
2.087982419E2,-5.025074959E0,-3.415366173E0,9.260702133E-1
2.088032385E2,-4.338931561E0,-3.349749565E0,-8.424687386E-2
2.088082351E2,-3.901459455E0,-3.105705261E0,-1.164556980E0
2.088132317E2,-3.409215212E0,-2.645048141E0,-2.044863701E0
2.088182284E2,-2.760622025E0,-2.121100426E0,-3.192521334E0
2.088232250E2,-1.887777805E0,-2.038544655E0,-4.499585152E0
2.088282216E2,-1.454017878E0,-2.190643311E0,-5.776111603E0
2.088332182E2,-1.513170838E0,-1.995254517E0,-7.119359970E0
2.088382148E2,-1.124016166E0,-1.617330551E0,-8.190701485E0
2.088432114E2,-2.441433221E-1,-1.166492462E0,-8.759343147E0
2.088482080E2,4.834351242E-1,-6.088266373E-1,-8.880105019E0
2.088532047E2,9.414150566E-2,5.902547836E-1,-1.020173645E1
2.088582015E2,1.399248600E0,3.650350571E-1,-1.834424782E1
2.088631984E2,4.579446316E0,2.886247635E-1,-1.680764389E1
2.088681953E2,3.781556129E0,1.525140762E0,-1.151612949E1
2.088731932E2,4.211610317E0,2.648845673E0,-7.373449326E0
2.088781911E2,4.580277920E0,3.592891216E0,-3.813315868E0
2.088831890E2,4.105247498E0,4.116391182E0,-4.715640545E-1
2.088881870E2,3.372759581E0,4.301651955E0,3.645453453E-1
2.088931845E2,2.541013956E0,4.105147362E0,-1.986939907E-1
2.088981812E2,2.712234497E0,3.426054478E0,-1.886772394E0
2.089031778E2,2.625171423E0,2.947911739E0,-3.123402834E0
2.089081745E2,2.184349537E0,2.793130398E0,-3.950551271E0
2.089131711E2,1.551119447E0,2.880622387E0,-4.312148094E0
2.089181677E2,1.512555122E0,2.856414795E0,-5.387410164E0
2.089231643E2,1.255058885E0,2.849805355E0,-6.125462055E0
2.089281609E2,5.690674782E-1,3.040736198E0,-6.475431442E0
2.089331575E2,-1.388685852E-1,3.367281437E0,-7.044491768E0
2.089381541E2,-1.597210169E-1,3.683436871E0,-7.373017311E0
2.089431508E2,-2.704265714E-1,3.972282410E0,-7.524147987E0
2.089481474E2,-6.308478117E-1,4.334371567E0,-7.940790653E0
2.089531440E2,-1.231692910E0,5.176591873E0,-7.787196159E0
2.089581406E2,-1.749571443E0,5.943657875E0,-7.833750725E0
2.089631372E2,-2.136800289E0,6.489796638E0,-7.960501671E0
2.089681338E2,-2.294499159E0,6.908956051E0,-7.891510010E0
2.089731304E2,-2.362028599E0,7.373654842E0,-7.729734421E0
2.089781271E2,-2.479029417E0,7.783445358E0,-7.403359413E0
2.089831237E2,-2.495285749E0,8.040531158E0,-7.101113796E0
2.089881203E2,-2.431021214E0,8.298370361E0,-6.863322258E0
2.089931169E2,-2.332558870E0,8.437491417E0,-6.519652367E0
2.089981135E2,-2.339000702E0,8.541852951E0,-6.249402046E0
2.090031101E2,-2.333299637E0,8.712128639E0,-5.982601166E0
2.090081067E2,-2.244109392E0,8.706541061E0,-5.697576523E0
2.090131034E2,-2.054859877E0,8.556306839E0,-5.370327950E0
2.090181000E2,-1.941987157E0,8.333100319E0,-5.032176018E0
2.090230966E2,-1.888285398E0,8.029479980E0,-4.537499905E0
2.090280932E2,-1.742552757E0,7.535037994E0,-3.977924824E0
2.090330898E2,-1.466730952E0,6.926078796E0,-3.380503178E0
2.090380864E2,-1.517211199E0,6.276237488E0,-2.442537546E0
2.090430830E2,-1.330981493E0,5.331178188E0,-1.201889515E0
2.090480797E2,-5.519523621E-1,4.190508842E0,5.054230690E-1
2.090530763E2,7.836792469E-1,2.893875122E0,2.785032272E0
2.090580729E2,1.459012985E0,1.519247055E0,5.510200977E0
2.090630695E2,1.385894299E0,-1.833696365E-1,8.661270142E0
2.090680661E2,1.045682788E0,-2.232255936E0,1.248666286E1
2.090730627E2,9.152867794E-1,-4.732758522E0,1.764036369E1
2.090780594E2,8.464651108E-1,-7.753260612E0,2.309225845E1
2.090830560E2,1.610613823E0,-1.159318733E1,2.478664017E1
2.090880526E2,3.050937653E0,-1.578161621E1,2.213201141E1
2.090930492E2,4.421108723E0,-1.926897049E1,1.798526001E1
2.090980458E2,4.855334282E0,-2.123029327E1,1.410314178E1
2.091030424E2,4.045099258E0,-2.096450043E1,1.057934093E1
2.091080390E2,3.725929260E0,-1.824453545E1,7.683875561E0
2.091130357E2,3.497941971E0,-1.375600243E1,6.069506645E0
2.091180333E2,2.999613285E0,-9.006737709E0,5.201582909E0
2.091230322E2,2.289715290E0,-4.636235237E0,4.480204582E0
2.091280292E2,1.669818521E0,-1.249350548E0,3.802233934E0
2.091330259E2,1.372836947E0,1.291690826E0,3.187135696E0
2.091380225E2,1.050740600E0,3.126888752E0,2.321754694E0
2.091430191E2,6.177630424E-1,4.398647785E0,1.264589310E0
2.091480157E2,-8.239872754E-2,5.203658104E0,1.312313080E-1
2.091530123E2,-1.153683782E0,5.691367149E0,-1.026854277E0
2.091580089E2,-2.286831856E0,5.735976219E0,-1.763271213E0
2.091630056E2,-3.661316633E0,5.309757233E0,-2.034515381E0
2.091680022E2,-5.343600273E0,4.420686245E0,-2.101444006E0
2.091729988E2,-6.780887604E0,3.299590111E0,-2.386175156E0
2.091779954E2,-5.991638660E0,2.081576824E0,-4.127601147E0
2.091829920E2,-4.954545975E0,7.424049377E-1,-5.255061150E0
2.091879886E2,-3.657482147E0,-4.504852295E-1,-5.772918224E0
2.091929852E2,-2.391287565E0,-1.860315323E0,-5.037706852E0
2.091979819E2,-2.290260077E0,-3.512604713E0,-2.921742678E0
2.092029785E2,-3.503100395E0,-5.962135315E0,7.107424736E-2
2.092079751E2,-5.048685551E0,-8.944684029E0,3.458647966E0
2.092129717E2,-6.061678886E0,-1.147124290E1,6.173893929E0
2.092179683E2,-6.629069328E0,-1.303054237E1,6.559067249E0
2.092229649E2,-7.794874191E0,-1.396188450E1,4.267656326E0
2.092279615E2,-8.497194290E0,-1.360050106E1,4.545598030E-1
2.092329582E2,-7.008410454E0,-1.156170082E1,-2.997237921E0
2.092379548E2,-4.675240040E0,-8.506184578E0,-5.253313541E0
2.092429514E2,-3.389793634E0,-5.149412155E0,-5.251539707E0
2.092479480E2,-2.751666069E0,-1.649524689E0,-4.489153862E0
2.092529446E2,-3.025088310E0,1.259411812E0,-5.864789963E0
2.092579412E2,-2.567831755E0,4.007883549E0,-9.658627510E0
2.092629378E2,-4.098330498E0,5.625389099E0,-1.177512646E1
2.092679345E2,-5.367702961E0,6.344221592E0,-1.231830883E1
2.092729311E2,-6.246075153E0,6.154722214E0,-1.211281204E1
2.092779277E2,-6.852852821E0,5.394804001E0,-1.113464451E1
2.092829243E2,-7.690230846E0,5.160916805E0,-9.485976219E0
2.092879209E2,-8.549230576E0,5.367188931E0,-6.564651489E0
2.092929175E2,-8.865766525E0,5.944698334E0,-4.575227737E0
2.092979141E2,-9.347253799E0,6.568481445E0,-2.825682640E0
2.093029108E2,-9.626323700E0,6.921646595E0,-1.612226963E0
2.093079074E2,-9.500484467E0,6.750102997E0,-7.759404182E-1
2.093129040E2,-8.792254448E0,6.132926941E0,-5.164854527E-1
2.093179006E2,-7.828301907E0,5.081797123E0,-5.996005535E-1
2.093228972E2,-6.260850906E0,4.145197392E0,-1.453737736E0
2.093278938E2,-4.695232391E0,3.320754051E0,-3.334523678E0
2.093328904E2,-3.488647938E0,2.352668762E0,-4.986681938E0
2.093378871E2,-2.651674747E0,9.399118423E-1,-7.269221783E0
2.093428837E2,-1.595247865E0,-4.592618942E-1,-1.065249157E1
2.093478803E2,-1.321367621E-1,-1.203649521E0,-1.383313179E1
2.093528769E2,8.345234394E-1,-1.342809677E0,-1.463757133E1
2.093578735E2,7.928512096E-1,-1.347848892E0,-1.253394699E1
2.093628701E2,8.914293647E-1,-2.040257454E0,-1.051665211E1
2.093678684E2,1.740723968E0,-3.402518272E0,-9.503223419E0
2.093728671E2,3.651089430E0,-5.593028069E0,-9.282287598E0
2.093778639E2,6.386291981E0,-8.336989403E0,-1.029703903E1
2.093828605E2,9.610624313E0,-1.144151592E1,-1.153447437E1
2.093878571E2,1.300549412E1,-1.354316807E1,-1.170471191E1
2.093928537E2,1.520333385E1,-1.438045788E1,-1.036016464E1
2.093978503E2,1.626856041E1,-1.389722347E1,-8.495327950E0
2.094028470E2,1.606038475E1,-1.155729008E1,-6.025988102E0
2.094078436E2,1.493415451E1,-8.501919746E0,-4.126214504E0
2.094128402E2,1.332238770E1,-5.356140137E0,-2.172636986E0
2.094178368E2,1.083357430E1,-2.456396103E0,4.624589384E-1
2.094228334E2,8.604051590E0,-5.682106018E-1,3.553170681E0
2.094278300E2,6.874168873E0,8.461990356E-1,6.335021496E0
2.094328266E2,5.153555870E0,2.034900188E0,8.454124451E0
2.094378233E2,3.672089100E0,2.980261326E0,1.022418308E1
2.094428199E2,2.311468840E0,3.786579609E0,1.139345551E1
2.094478165E2,8.792184591E-1,4.658400536E0,1.178319645E1
2.094528131E2,-4.696471989E-2,4.983878136E0,1.164790249E1
2.094578097E2,-5.937097073E-1,4.941082001E0,1.074291134E1
2.094628063E2,-1.112950921E0,4.712388515E0,9.436122894E0
2.094678029E2,-1.581185102E0,4.207081318E0,8.221406937E0
2.094727996E2,-2.164804697E0,3.679005623E0,7.044331551E0
2.094777962E2,-2.602191687E0,2.742863655E0,5.804892063E0
2.094827928E2,-3.010515451E0,2.200439930E0,4.346558094E0
2.094877894E2,-3.377261162E0,1.735239983E0,2.752011538E0
2.094927860E2,-3.876087666E0,1.033651352E0,1.609849572E0
2.094977826E2,-4.571721554E0,5.361814499E-1,8.634575009E-1
2.095027792E2,-4.883722305E0,4.936819077E-1,1.657089591E-1
2.095077759E2,-4.962372303E0,6.111717224E-1,-8.611090779E-1
2.095127725E2,-4.967259407E0,7.998886108E-1,-1.634499550E0
2.095177691E2,-5.023118973E0,1.110016823E0,-2.294849396E0
2.095227657E2,-4.640887737E0,1.069999695E0,-2.541281462E0
2.095277623E2,-4.307658195E0,8.739843369E-1,-3.367745876E0
2.095327589E2,-4.006463528E0,7.374124527E-1,-3.666767597E0
2.095377556E2,-3.349357128E0,6.984710693E-1,-3.485735655E0
2.095427522E2,-2.887779713E0,9.938268661E-1,-2.909152508E0
2.095477488E2,-2.803247690E0,1.376512527E0,-2.506425381E0
2.095527454E2,-2.635623217E0,1.671621323E0,-2.092592478E0
2.095577420E2,-2.598807335E0,1.871972084E0,-1.614942431E0
2.095627386E2,-2.638368130E0,1.814819336E0,-1.166544557E0
2.095677352E2,-2.541955471E0,1.646316528E0,-6.257652044E-1
2.095727319E2,-1.939974785E0,1.486128807E0,1.172101498E-2
2.095777285E2,-1.400672436E0,1.320137978E0,6.572390199E-1
2.095827251E2,-6.665809155E-1,1.266201973E0,1.859369993E0
2.095877217E2,6.579999626E-2,1.336685181E0,3.176791191E0
2.095927183E2,3.807316720E-1,1.519676208E0,3.718721867E0
2.095977149E2,8.308310509E-1,1.599876404E0,3.930880070E0
2.096027115E2,1.279333115E0,1.546443939E0,4.059974670E0
2.096077082E2,1.807019472E0,1.426485062E0,3.934677601E0
2.096127048E2,2.391767502E0,1.304683685E0,3.692167521E0
2.096177037E2,2.942082882E0,1.113940239E0,3.434080601E0
2.096227019E2,3.453079939E0,8.709678650E-1,3.118270874E0
2.096276986E2,3.862383842E0,5.996093750E-1,2.810359240E0
2.096326952E2,4.248291016E0,2.543087006E-1,2.544876575E0
2.096376918E2,4.614944458E0,-1.959896088E-1,2.372616768E0
2.096426884E2,4.892790794E0,-7.224512100E-1,2.231524229E0
2.096476850E2,5.067730427E0,-1.253213882E0,2.114516258E0
2.096526816E2,5.218832970E0,-1.725955009E0,2.076219082E0
2.096576783E2,5.348683357E0,-2.114297867E0,2.096924305E0
2.096626749E2,5.423732758E0,-2.356016159E0,2.075730324E0
2.096676715E2,5.489127636E0,-2.515782356E0,1.974271059E0
2.096726681E2,5.625431061E0,-2.588756561E0,1.859517336E0
2.096776647E2,5.836452007E0,-2.608525276E0,1.691330194E0
2.096826613E2,6.019066811E0,-2.659038544E0,1.444279909E0
2.096876579E2,6.204105377E0,-2.752192497E0,1.350679755E0
2.096926546E2,6.263232231E0,-2.813923836E0,1.379563451E0
2.096976512E2,6.185768604E0,-2.885091782E0,1.483028412E0
2.097026478E2,6.153878212E0,-2.925000191E0,1.665675163E0
2.097076444E2,6.143397808E0,-2.940678596E0,1.835891724E0
2.097126410E2,6.120053291E0,-3.003889084E0,2.087208033E0
2.097176376E2,5.880684853E0,-2.946966171E0,2.517072201E0
2.097226342E2,5.485112190E0,-2.774583817E0,3.100551605E0
2.097276309E2,4.955128670E0,-2.493801117E0,3.676243305E0
2.097326275E2,4.348494530E0,-2.202582359E0,4.314991474E0
2.097376241E2,3.835424662E0,-2.072944641E0,4.754993439E0
2.097426207E2,3.332222462E0,-2.130765915E0,4.959785461E0
2.097476173E2,2.989940166E0,-2.129353523E0,5.001202583E0
2.097526139E2,2.681921482E0,-2.331949234E0,4.735743999E0
2.097576106E2,2.449182987E0,-2.644971848E0,4.450641632E0
2.097626072E2,2.439499140E0,-3.003608704E0,4.109850883E0
2.097676038E2,2.539158344E0,-3.300398827E0,3.590161324E0
2.097726004E2,2.538758755E0,-3.511610031E0,2.964211464E0
2.097775970E2,2.762910128E0,-3.907726288E0,2.528959036E0
2.097825936E2,3.212784529E0,-4.213212967E0,2.486905813E0
2.097875902E2,3.431859493E0,-4.803776741E0,2.544903517E0
2.097925869E2,3.774549484E0,-5.344058037E0,2.778619528E0
2.097975835E2,4.095320702E0,-5.815127373E0,3.132565260E0
2.098025801E2,4.170114517E0,-6.164569855E0,3.665975571E0
2.098075767E2,3.952849627E0,-6.301784515E0,4.347020149E0
2.098125733E2,3.318560839E0,-6.256031990E0,4.950660706E0
2.098175699E2,2.414639711E0,-6.194993019E0,5.497472763E0
2.098225665E2,1.812291980E0,-6.106552124E0,6.313341141E0
2.098275632E2,7.414858341E-1,-5.849424362E0,7.235099792E0
2.098325598E2,-4.623121619E-1,-5.407014847E0,8.013854027E0
2.098375564E2,-9.816186428E-1,-4.908939362E0,8.203454971E0
2.098425530E2,-5.099816918E-1,-4.726737976E0,7.826541424E0
2.098475496E2,-9.258768559E-1,-4.129029274E0,6.551712513E0
2.098525462E2,-1.241257548E0,-3.502622604E0,4.554219246E0
2.098575428E2,-1.056737781E0,-3.089976311E0,1.992074847E0
2.098625395E2,-5.282391310E-1,-2.881695747E0,-4.585473537E-1
2.098675365E2,-3.476821184E-1,-2.930359840E0,-2.467736721E0
2.098725340E2,-3.426243365E-1,-2.967733383E0,-4.198926449E0
2.098775317E2,-5.003135204E-1,-2.902794838E0,-5.600921631E0
2.098825294E2,-1.171443582E0,-2.862238884E0,-6.432490349E0
2.098875266E2,-1.884565592E0,-3.276438713E0,-6.368250847E0
2.098925232E2,-2.505585432E0,-3.721241951E0,-5.970517635E0
2.098975198E2,-3.521673441E0,-4.289879799E0,-5.534777641E0
2.099025164E2,-4.373753548E0,-4.740509033E0,-5.548387527E0
2.099075130E2,-5.144726276E0,-4.740664482E0,-5.238357544E0
2.099125097E2,-5.888933659E0,-4.501370430E0,-4.583024979E0
2.099175063E2,-6.387956142E0,-4.259756088E0,-3.312927246E0
2.099225029E2,-6.969796658E0,-4.109151840E0,-1.888537049E0
2.099274995E2,-6.916025162E0,-3.795892715E0,-8.771802187E-1
2.099324961E2,-6.334862709E0,-3.420713425E0,1.809647083E-1
2.099374927E2,-6.059844017E0,-3.079159737E0,7.781035900E-1
2.099424894E2,-6.151014805E0,-3.089132309E0,8.562633991E-1
2.099474860E2,-5.741073132E0,-3.237125397E0,1.059732556E0
2.099524826E2,-4.909659386E0,-3.286122322E0,1.105274558E0
2.099574792E2,-4.210632324E0,-3.465774536E0,9.263805151E-1
2.099624758E2,-3.738380194E0,-3.242274284E0,4.348261356E-1
2.099674724E2,-3.667180061E0,-2.479822159E0,-1.689074039E-1
2.099724690E2,-3.981061220E0,-2.336622238E0,-6.990077496E-1
2.099774657E2,-3.366599083E0,-2.237402916E0,-2.446917534E0
2.099824623E2,-2.002838612E0,-2.213422775E0,-3.589593410E0
2.099874589E2,-9.336620569E-1,-2.108929634E0,-4.472156525E0
2.099924555E2,-2.699086070E-1,-1.736425400E0,-5.541724205E0
2.099974521E2,-3.702656031E-1,-1.368037224E0,-9.460071564E0
2.100024487E2,1.838641644E0,-1.792889595E0,-1.602717400E1
2.100074453E2,3.152517796E0,-1.662769318E0,-1.710624313E1
2.100124420E2,3.632445335E0,-2.268972397E-1,-1.534851170E1
2.100174386E2,3.468490839E0,9.139165878E-1,-1.059406757E1
2.100224352E2,4.015388966E0,2.178688526E0,-5.883245468E0
2.100274318E2,4.116020679E0,3.357528687E0,-3.383540392E0
2.100324284E2,5.153518677E0,3.468276501E0,-1.519186020E0
2.100374250E2,4.330653667E0,4.134388447E0,1.755647659E-1
2.100424216E2,3.448502779E0,3.731290817E0,-6.577768326E-1
2.100474183E2,3.101961613E0,3.118062496E0,-1.923170567E0
2.100524149E2,3.535200834E0,2.540530682E0,-3.125037432E0
2.100574115E2,2.994860888E0,2.437651634E0,-4.064169407E0
2.100624081E2,1.914822102E0,2.706735611E0,-5.114720345E0
2.100674047E2,2.312325239E0,2.811482430E0,-5.963258266E0
2.100724013E2,2.681982040E0,2.862228870E0,-6.117290020E0
2.100773979E2,2.842833042E0,2.866313457E0,-6.261956215E0
2.100823946E2,2.729301929E0,2.828302383E0,-6.479519844E0
2.100873912E2,1.892805219E0,3.147721291E0,-6.423326492E0
2.100923878E2,7.807551622E-1,3.766835213E0,-6.339982986E0
2.100973844E2,-1.380745322E-1,4.419661522E0,-6.497714043E0
2.101023810E2,-7.983527184E-1,4.977105618E0,-6.711779594E0
2.101073776E2,-1.219545245E0,5.477878094E0,-6.904945850E0
2.101123742E2,-1.471740961E0,5.934505939E0,-7.045137405E0
2.101173713E2,-1.702281952E0,6.287675381E0,-7.234443665E0
2.101223698E2,-1.888369083E0,6.612175941E0,-7.402482986E0
2.101273677E2,-2.090712547E0,6.874898911E0,-7.402711868E0
2.101323646E2,-2.232849360E0,7.171669483E0,-7.268830776E0
2.101373612E2,-2.485075235E0,7.409354210E0,-7.031708717E0
2.101423578E2,-2.687110186E0,7.736286163E0,-6.694046021E0
2.101473545E2,-2.787247658E0,7.965943336E0,-6.363194942E0
2.101523511E2,-2.740498066E0,8.072265625E0,-6.122527122E0
2.101573477E2,-2.624046803E0,8.297229767E0,-5.913993835E0
2.101623443E2,-2.431139469E0,8.487620354E0,-5.682223320E0
2.101673409E2,-2.150474548E0,8.542980194E0,-5.438981056E0
2.101723375E2,-1.918628454E0,8.582993507E0,-5.081272125E0
2.101773341E2,-1.993120193E0,8.525832176E0,-4.552473545E0
2.101823308E2,-1.968573689E0,8.172467232E0,-3.884708166E0
2.101873274E2,-1.768167019E0,7.601642132E0,-3.141212940E0
2.101923240E2,-1.545239210E0,6.880078316E0,-2.361206055E0
2.101973206E2,-1.326315165E0,6.072115898E0,-1.502338171E0
2.102023172E2,-8.564642668E-1,5.194232464E0,-5.198841095E-1
2.102073138E2,-3.331221640E-1,4.289142132E0,5.851533413E-1
2.102123104E2,4.647599161E-1,3.193339348E0,1.922861099E0
2.102173071E2,1.696585894E0,2.001654148E0,3.956263065E0
2.102223037E2,1.415329099E0,5.429744720E-1,6.574853420E0
2.102273003E2,9.329207540E-1,-1.205426216E0,9.743684769E0
2.102322969E2,5.222236514E-1,-3.369827271E0,1.391304970E1
2.102372935E2,2.982510924E-1,-6.026400566E0,1.921308899E1
2.102422901E2,6.059318781E-1,-9.479517937E0,2.406813240E1
2.102472867E2,1.743377447E0,-1.380499172E1,2.468912506E1
2.102522834E2,4.000682354E0,-1.805543137E1,2.078546715E1
2.102572800E2,5.077086926E0,-2.080423164E1,1.600049019E1
2.102622766E2,4.646849155E0,-2.137912369E1,1.193698978E1
2.102672732E2,3.819075823E0,-1.936112595E1,8.873340607E0
2.102722698E2,3.349244118E0,-1.525863075E1,6.917291641E0
2.102772664E2,3.271311522E0,-1.055333805E1,5.730912209E0
2.102822630E2,2.997534275E0,-5.899416924E0,4.934481621E0
2.102872597E2,2.673603773E0,-2.201027870E0,4.271856785E0
2.102922563E2,2.119910717E0,5.911483765E-1,3.430072069E0
2.102972529E2,1.250501513E0,2.569266319E0,2.670108795E0
2.103022495E2,1.997620761E-1,3.832468510E0,1.979566574E0
2.103072461E2,-9.823520184E-1,4.425014019E0,1.081256628E0
2.103122427E2,-2.276064157E0,4.427435398E0,-3.953099251E-2
2.103172394E2,-3.713743210E0,4.001502991E0,-1.072128773E0
2.103222360E2,-5.467289925E0,3.246400833E0,-1.713760495E0
2.103272326E2,-6.965765953E0,2.093471527E0,-2.392114639E0
2.103322292E2,-7.280731201E0,1.144251823E0,-3.102727652E0
2.103372258E2,-6.385835171E0,-1.084232330E-1,-4.841713905E0
2.103422224E2,-5.461438179E0,-1.107259750E0,-5.790411949E0
2.103472190E2,-3.950379372E0,-2.419060707E0,-5.705829620E0
2.103522157E2,-2.939404249E0,-4.146071434E0,-3.911135197E0
2.103572123E2,-3.362989902E0,-6.083990097E0,-1.084457159E0
2.103622089E2,-4.558633327E0,-8.100384712E0,1.769323111E0
2.103672058E2,-5.002103806E0,-9.459817886E0,3.942042112E0
2.103722049E2,-4.986607075E0,-1.029027367E1,4.335468769E0
2.103772025E2,-5.130675316E0,-1.029948044E1,2.459959984E0
2.103821991E2,-5.006559372E0,-8.893273354E0,-2.977676392E-1
2.103871958E2,-4.633265495E0,-6.645185471E0,-2.120491505E0
2.103921924E2,-4.076610088E0,-4.502662659E0,-3.600096703E0
2.103971890E2,-3.662161827E0,-2.874910355E0,-5.659815788E0
2.104021856E2,-3.635778904E0,-1.113877296E0,-6.835941315E0
2.104071822E2,-3.670009851E0,1.056575775E0,-8.092552185E0
2.104121788E2,-3.730344296E0,3.132554054E0,-9.944197655E0
2.104171754E2,-4.454343319E0,4.780637264E0,-1.094026470E1
2.104221721E2,-5.008632660E0,5.346409321E0,-1.070413399E1
2.104271687E2,-5.539225101E0,5.209125996E0,-1.090091705E1
2.104321653E2,-6.223401546E0,4.629795551E0,-1.067913723E1
2.104371619E2,-7.278038025E0,4.228317738E0,-8.717069626E0
2.104421585E2,-7.599523544E0,4.555919647E0,-6.432705402E0
2.104471551E2,-7.751562119E0,4.856409073E0,-5.136374474E0
2.104521517E2,-8.263031960E0,5.027504444E0,-3.334254265E0
2.104571484E2,-8.397356033E0,4.979657173E0,-1.760477901E0
2.104621450E2,-8.050712585E0,4.949906826E0,-1.317103863E0
2.104671416E2,-6.863286018E0,4.819029808E0,-2.156814814E0
2.104721382E2,-5.262679100E0,4.491917610E0,-3.886600494E0
2.104771348E2,-3.956861019E0,3.634086132E0,-5.674570560E0
2.104821314E2,-2.744555235E0,2.592855930E0,-7.102981567E0
2.104871281E2,-1.797948360E0,1.186363220E0,-8.216478348E0
2.104921247E2,-1.196056604E0,-2.191429138E-1,-9.396981239E0
2.104971213E2,-5.718135834E-1,-9.967956543E-1,-1.072307682E1
2.105021179E2,4.139010310E-1,-1.346193314E0,-1.153732681E1
2.105071145E2,1.182756305E0,-1.591117859E0,-1.107814789E1
2.105121111E2,1.796420693E0,-1.696204185E0,-1.031769276E1
2.105171077E2,2.527907133E0,-2.003858566E0,-9.634378433E0
2.105221044E2,3.586621046E0,-3.056302071E0,-9.172538757E0
2.105271010E2,4.778697014E0,-4.817904472E0,-8.665983200E0
2.105320976E2,6.325132370E0,-6.833946228E0,-8.290578842E0
2.105370942E2,8.213797569E0,-8.878499985E0,-7.341256142E0
2.105420908E2,1.073546410E1,-1.044445992E1,-5.807644844E0
2.105470874E2,1.334696960E1,-1.128412819E1,-4.424031258E0
2.105520840E2,1.497698689E1,-1.107193851E1,-3.136638880E0
2.105570807E2,1.529963017E1,-9.312868118E0,-1.527732730E0
2.105620773E2,1.451435757E1,-6.914335251E0,-6.691697836E-1
2.105670739E2,1.203757668E1,-4.217929840E0,4.825566411E-1
2.105720705E2,9.240386963E0,-1.980585098E0,2.334301233E0
2.105770671E2,7.091389656E0,-6.658220291E-1,4.310158730E0
2.105820637E2,5.254711628E0,3.356142044E-1,5.891951561E0
