"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.409506461E1,4.821317196E0,-1.424737263E1,1.521261024E1
8.410006148E1,5.426971912E0,-1.633607674E1,1.262841892E1
8.410505836E1,5.186793327E0,-1.704308319E1,1.039965820E1
8.411005523E1,4.522722244E0,-1.630591965E1,8.864524841E0
8.411505242E1,3.684226751E0,-1.402654552E1,7.874583244E0
8.412005174E1,2.782099485E0,-1.067899895E1,6.829214096E0
8.412505112E1,1.899403453E0,-7.183698654E0,6.019568443E0
8.413004799E1,1.460975289E0,-4.222474098E0,5.079983711E0
8.413504482E1,1.053491235E0,-1.791716576E0,3.954665899E0
8.414004143E1,5.991177559E-1,1.743221283E-1,2.723998547E0
8.414503804E1,1.198371351E-1,1.652912140E0,1.463707924E0
8.415003466E1,-4.379173219E-1,2.678510666E0,4.640293121E-1
8.415503127E1,-1.398058891E0,3.340558529E0,-3.967111111E-1
8.416002789E1,-2.535195827E0,3.685555458E0,-1.253783464E0
8.416502450E1,-3.509433985E0,3.661944866E0,-2.038676500E0
8.417002112E1,-4.959241867E0,3.308928013E0,-2.401148081E0
8.417501773E1,-6.527521133E0,2.686549187E0,-2.660374641E0
8.418001435E1,-7.710672855E0,1.804811001E0,-2.696511269E0
8.418501096E1,-8.182038307E0,7.246170044E-1,-3.471927404E0
8.419000758E1,-7.942571640E0,-1.320590973E-1,-4.522085190E0
8.419500419E1,-6.878798485E0,-1.386084557E0,-4.913225174E0
8.420000080E1,-6.514478683E0,-2.701784134E0,-3.290097237E0
8.420499742E1,-5.487730026E0,-4.676764488E0,-1.105277777E0
8.420999403E1,-5.105017185E0,-7.092695236E0,1.655100584E0
8.421499065E1,-5.243489742E0,-9.636428833E0,5.074714661E0
8.421998726E1,-4.969470501E0,-1.166874027E1,7.644243240E0
8.422498388E1,-4.172679424E0,-1.249178219E1,7.496069908E0
8.422998049E1,-3.820021391E0,-1.162817574E1,3.990798712E0
8.423497711E1,-3.968130350E0,-9.015887260E0,-1.006268978E0
8.423997372E1,-3.630966425E0,-5.828382492E0,-5.312090874E0
8.424497034E1,-2.848375320E0,-2.839188576E0,-7.156087875E0
8.424996695E1,-2.551804304E0,-2.549772263E-1,-8.237094879E0
8.425496357E1,-2.442707300E0,2.015429497E0,-1.025077152E1
8.425996018E1,-3.300532818E0,4.289004326E0,-1.268339062E1
8.426495679E1,-3.962975740E0,6.293828964E0,-1.333470535E1
8.426995341E1,-3.910004854E0,7.579460144E0,-1.252979279E1
8.427495002E1,-4.491064548E0,7.974712849E0,-1.162408638E1
8.427994664E1,-4.879220009E0,7.845959663E0,-1.127130318E1
8.428494325E1,-5.559355259E0,7.248137474E0,-1.092317581E1
8.428993987E1,-6.341895103E0,6.375829697E0,-1.053192902E1
8.429493648E1,-7.358225822E0,5.767525196E0,-9.613968849E0
8.429993310E1,-8.304331779E0,5.111764431E0,-6.928600311E0
8.430492971E1,-8.940792084E0,4.820124626E0,-4.674661636E0
8.430992632E1,-9.102391243E0,4.734597683E0,-2.847153187E0
8.431492294E1,-8.786082268E0,4.649971962E0,-1.519728661E0
8.431991955E1,-6.818895340E0,4.234868050E0,-7.056734562E-1
8.432491617E1,-4.002215862E0,3.482959270E0,-1.568568707E0
8.432991278E1,-1.344878078E0,2.060730457E0,-4.777753830E0
8.433490940E1,4.472544789E-1,2.563610077E-1,-7.802914619E0
8.433990601E1,1.061464906E0,-1.676687241E0,-8.558202744E0
8.434490289E1,9.715384245E-1,-3.011386871E0,-8.534888268E0
8.434989976E1,8.748714924E-1,-3.129147530E0,-9.167554855E0
8.435489664E1,7.958084345E-1,-2.273287773E0,-9.151568413E0
8.435989351E1,4.548903704E-1,-1.198912621E0,-8.442475319E0
8.436489039E1,6.172138453E-1,-8.920288086E-1,-7.498760223E0
8.436989237E1,1.493372679E0,-1.437057495E0,-6.833182812E0
8.437488982E1,2.682350159E0,-2.910505295E0,-6.697492599E0
8.437988539E1,4.542956352E0,-4.943893433E0,-7.137264729E0
8.438488096E1,6.770207405E0,-7.203138351E0,-7.434593678E0
8.438987653E1,9.048978806E0,-9.371507645E0,-7.024120331E0
8.439487211E1,1.105144691E1,-1.078628540E1,-6.384442329E0
8.439986768E1,1.280023956E1,-1.125506115E1,-5.632547379E0
8.440486346E1,1.396778297E1,-1.041147709E1,-4.352706432E0
8.440985950E1,1.453310490E1,-8.672336578E0,-2.317395687E0
8.441485580E1,1.379187202E1,-6.176357269E0,-3.787893057E-2
8.441985237E1,1.155349922E1,-3.245997429E0,2.070698023E0
8.442484919E1,8.922750473E0,-9.515590668E-1,4.244521141E0
8.442984627E1,6.709200382E0,6.840343475E-1,5.831299305E0
8.443484362E1,4.514842033E0,1.977883339E0,6.850956440E0
8.443984122E1,2.269513845E0,2.892784119E0,7.331291676E0
8.444483888E1,9.043686390E-1,3.499283314E0,7.197294235E0
8.444983653E1,3.275887966E-1,3.757569313E0,6.527425766E0
8.445483419E1,-3.232858181E-1,4.173150539E0,5.391108513E0
8.445983185E1,-5.194458961E-1,4.501929283E0,4.600567818E0
8.446482950E1,-1.093400717E0,4.823008060E0,3.691356182E0
8.446982716E1,-1.765911341E0,4.784745693E0,3.011412144E0
8.447482482E1,-2.415515423E0,4.200967312E0,2.516700745E0
8.447982185E1,-3.131819248E0,3.337884426E0,1.859710336E0
8.448481851E1,-3.311924219E0,2.356112480E0,1.238473177E0
8.448981513E1,-3.284548283E0,1.509369850E0,8.622027636E-1
8.449481174E1,-3.026710987E0,8.165826797E-1,6.718574166E-1
8.449980836E1,-2.580065012E0,2.798986435E-1,4.742358923E-1
8.450480497E1,-2.229503632E0,-1.152696609E-1,3.604937494E-1
8.450980159E1,-2.053548813E0,-4.839553833E-1,2.729448974E-1
8.451479820E1,-1.810847163E0,-5.414695740E-1,3.354226947E-1
8.451979482E1,-1.505986810E0,-2.785844803E-1,5.994139910E-1
8.452479143E1,-1.120761156E0,-1.598081589E-1,1.131217480E0
8.452978804E1,-8.085668087E-1,8.539676666E-2,1.293998480E0
8.453478466E1,-7.864354253E-1,4.425077438E-1,1.346595287E0
8.453978127E1,-1.083683491E0,9.088859558E-1,1.096209526E0
8.454477789E1,-1.445757747E0,1.429294586E0,7.182145715E-1
8.454977450E1,-1.471360564E0,1.828972340E0,4.353534579E-1
8.455477112E1,-1.300090551E0,2.143861294E0,2.384607792E-1
8.455976773E1,-1.200618386E0,2.261676788E0,2.342318892E-1
8.456476435E1,-1.001714587E0,2.273601055E0,5.800713301E-1
8.456976096E1,-5.943828821E-1,2.287405968E0,8.690208793E-1
8.457475758E1,-4.270891845E-1,2.286163807E0,5.636734962E-1
8.457975419E1,-8.074456453E-1,2.217314720E0,5.155127645E-1
8.458475080E1,-7.903632522E-1,2.116916656E0,8.502709866E-1
8.458974742E1,-5.114040971E-1,1.884566784E0,8.567692637E-1
8.459474403E1,-1.441731453E-1,1.625628471E0,5.815538764E-1
8.459974065E1,6.263121963E-2,1.402320862E0,2.426486015E-1
8.460473726E1,1.168725193E-1,1.142857552E0,3.229603767E-1
8.460973388E1,4.539948702E-2,9.597196579E-1,5.108244419E-1
8.461473049E1,6.821691990E-2,7.500095367E-1,7.745999098E-1
8.461973356E1,3.926765919E-1,5.281724930E-1,1.104536414E0
8.462472810E1,7.883821726E-1,2.152900696E-1,1.452774644E0
8.462972263E1,1.134172201E0,-5.692386627E-2,1.830890059E0
8.463471716E1,1.524208307E0,-2.455053329E-1,2.207705021E0
8.463971195E1,2.149633884E0,-5.466833115E-1,2.561469316E0
8.464470700E1,3.013911247E0,-1.067790985E0,2.961154222E0
8.464970232E1,3.900173426E0,-1.691049576E0,3.358249426E0
8.465469789E1,4.685436249E0,-2.279693604E0,3.668474674E0
8.465969372E1,5.326000214E0,-2.740250587E0,3.910785198E0
8.466468982E1,5.807021618E0,-3.096564293E0,4.036987782E0
8.466968643E1,6.128931999E0,-3.307965279E0,4.068441391E0
8.467468330E1,6.253703117E0,-3.436857224E0,4.024744987E0
8.467968044E1,6.311004639E0,-3.521646500E0,3.860768080E0
8.468467784E1,6.208194256E0,-3.588808060E0,3.627242804E0
8.468967549E1,6.167681217E0,-3.693516731E0,3.279588938E0
8.469467341E1,6.189086914E0,-3.874044418E0,2.966684818E0
8.469967159E1,6.114311695E0,-3.962887764E0,2.736754894E0
8.470467002E1,5.976365566E0,-3.747297287E0,2.427621603E0
8.470966846E1,5.760336876E0,-3.447942734E0,2.018900394E0
8.471466690E1,5.317669868E0,-3.079415321E0,1.712338567E0
8.471966534E1,4.681855202E0,-2.696707726E0,1.904597163E0
8.472466325E1,3.824871063E0,-2.266045570E0,2.617595434E0
8.472966013E1,2.886749506E0,-2.131685257E0,3.499722719E0
8.473465674E1,1.997825623E0,-1.996170998E0,4.328668594E0
8.473965336E1,1.252235651E0,-2.002702713E0,5.090896130E0
8.474464997E1,7.700563669E-1,-2.157771111E0,5.719769478E0
8.474964659E1,8.714855909E-1,-2.680915833E0,6.276196480E0
8.475464320E1,1.299303770E0,-3.289199829E0,6.352974892E0
8.475963982E1,2.015832901E0,-3.932331085E0,6.087537289E0
8.476463643E1,2.706178904E0,-4.426324844E0,5.534042358E0
8.476963304E1,3.271246433E0,-4.738201141E0,4.890210152E0
8.477462966E1,3.741774082E0,-4.918889999E0,4.169583321E0
8.477962627E1,4.165468216E0,-5.160223961E0,3.516409636E0
8.478462289E1,4.564196587E0,-5.290345192E0,3.003637075E0
8.478961950E1,4.802093983E0,-5.493828773E0,2.652732372E0
8.479461612E1,5.018165112E0,-5.696441650E0,2.759554625E0
8.479961273E1,4.962392330E0,-5.699578285E0,3.334061146E0
8.480460935E1,4.557920456E0,-5.556169510E0,4.075238705E0
8.480960596E1,3.444254160E0,-5.256972313E0,4.735214233E0
8.481460258E1,2.284103870E0,-4.931411743E0,5.315005779E0
8.481959919E1,1.587696075E0,-4.816471100E0,5.703422546E0
8.482459580E1,7.030957937E-1,-4.498410225E0,5.498854160E0
8.482959242E1,-3.401674330E-1,-3.989949226E0,4.731803417E0
8.483458903E1,-6.706244946E-1,-3.583707809E0,3.531764507E0
8.483958565E1,-8.614977598E-1,-3.392500877E0,1.908664703E0
8.484458226E1,-1.544235587E0,-3.033704758E0,1.409378052E-1
8.484957888E1,-1.979019761E0,-2.768548012E0,-1.711459279E0
8.485457549E1,-2.047002792E0,-2.730930328E0,-3.467544317E0
8.485957211E1,-2.134726524E0,-2.750632286E0,-4.686454296E0
8.486456872E1,-2.146542549E0,-2.875301361E0,-5.269246578E0
8.486957013E1,-2.248021364E0,-3.358316422E0,-5.072965145E0
8.487456596E1,-2.570659876E0,-3.716006279E0,-4.701790333E0
8.487956179E1,-2.998657465E0,-3.881634712E0,-4.379383564E0
8.488455763E1,-3.514189005E0,-4.164198875E0,-3.942934275E0
8.488955346E1,-4.132824898E0,-4.245421410E0,-3.632748842E0
8.489454929E1,-4.622412682E0,-3.962843895E0,-3.334816694E0
8.489954513E1,-4.847742558E0,-3.584794044E0,-2.914041519E0
8.490454101E1,-5.085069656E0,-3.192725182E0,-2.004981279E0
8.490953716E1,-5.135718822E0,-2.975704193E0,-1.085044503E0
8.491453356E1,-4.833247662E0,-3.072213173E0,-4.262984991E-1
8.491953023E1,-4.715879917E0,-3.000790596E0,-4.458094835E-1
8.492452716E1,-4.253925323E0,-3.053321838E0,-3.905805349E-1
8.492952429E1,-4.074518204E0,-3.138381958E0,-5.654897690E-1
8.493452143E1,-4.302955151E0,-3.066715240E0,-5.561338663E-1
8.493951856E1,-4.403143883E0,-3.022487640E0,-4.628931284E-1
8.494451570E1,-4.097236156E0,-2.806891441E0,-7.070308924E-1
8.494951284E1,-3.733975649E0,-2.446407318E0,-9.275525808E-1
8.495450997E1,-3.608381748E0,-2.123077393E0,-1.103805184E0
8.495950711E1,-3.306282520E0,-2.138229370E0,-1.654688597E0
8.496450424E1,-2.514259338E0,-1.943555832E0,-2.663775206E0
8.496950138E1,-2.200963736E0,-1.606268883E0,-3.838738918E0
8.497449851E1,-1.239220500E0,-1.497443199E0,-5.105725288E0
8.497949565E1,-5.121594071E-1,-1.470518112E0,-6.291468143E0
8.498449278E1,-5.925176144E-1,-9.314756393E-1,-7.217370033E0
8.498948992E1,2.505631000E-2,-6.867351532E-1,-8.215287209E0
8.499448705E1,1.413826942E0,-1.045240402E0,-9.758743286E0
8.499948419E1,1.559012651E0,-5.456380844E-1,-1.190417767E1
8.500448132E1,1.290871859E0,4.994297028E-1,-1.137322712E1
8.500947846E1,2.219030380E0,1.495203972E0,-1.001200581E1
8.501447554E1,3.494656324E0,2.168350220E0,-8.211613655E0
8.501947237E1,3.662137508E0,2.762542248E0,-6.712018013E0
8.502446898E1,3.825748205E0,3.236242294E0,-5.027892590E0
8.502946560E1,4.435906410E0,3.656001568E0,-3.998457670E0
8.503446221E1,4.132759571E0,3.746358871E0,-3.571311235E0
8.503945883E1,4.024629116E0,3.806632519E0,-3.327323675E0
8.504445544E1,3.544467449E0,3.642809868E0,-3.139765024E0
8.504945205E1,2.500978470E0,3.515603542E0,-2.872751951E0
8.505444867E1,1.549424529E0,3.463358879E0,-2.674096584E0
8.505944528E1,9.006093144E-1,3.324200153E0,-3.062732697E0
8.506444190E1,4.302198887E-1,3.178258896E0,-4.111742973E0
8.506943851E1,1.564236879E-1,3.138848305E0,-5.220123768E0
8.507443513E1,1.732107997E-2,3.201329231E0,-6.195930481E0
8.507943174E1,7.349953055E-3,3.164411545E0,-6.384500027E0
8.508442836E1,-2.732116580E-1,3.312662601E0,-6.261303425E0
8.508942497E1,-6.422177553E-1,3.669783592E0,-6.149805069E0
8.509442159E1,-1.128347278E0,4.084935188E0,-6.073671341E0
8.509941820E1,-1.633171320E0,4.647335529E0,-6.626922607E0
8.510441482E1,-1.458888888E0,4.866848469E0,-6.960862160E0
8.510941143E1,-1.673961997E0,5.224927425E0,-6.881831169E0
8.511440883E1,-2.021744013E0,5.649890423E0,-6.808533669E0
8.511941534E1,-2.358937740E0,5.986323357E0,-6.743057251E0
8.512440414E1,-2.556014299E0,6.303811550E0,-6.620615005E0
8.512939320E1,-2.646664143E0,6.523444653E0,-6.462780952E0
8.513438278E1,-2.586306572E0,6.824791908E0,-6.288733482E0
8.513937315E1,-2.521520138E0,7.073794842E0,-6.062526703E0
8.514436455E1,-2.390808821E0,7.239558697E0,-5.886726379E0
8.514935700E1,-2.294872046E0,7.429922104E0,-5.693976402E0
8.515435075E1,-2.212295771E0,7.530015945E0,-5.414719105E0
8.515934580E1,-1.939638615E0,7.482528687E0,-5.151674271E0
8.516434216E1,-1.611621380E0,7.268347740E0,-4.811591148E0
8.516933982E1,-1.154858470E0,6.794159889E0,-4.375610352E0
8.517433877E1,-7.083170414E-1,6.234523773E0,-3.844444036E0
8.517933877E1,-4.635870755E-1,5.653708458E0,-3.149478912E0
8.518433982E1,-1.431601048E-1,5.032085896E0,-2.306172371E0
8.518934164E1,-9.595322609E-2,4.438423634E0,-1.292081833E0
8.519434398E1,-4.349663854E-2,3.747695446E0,-8.470439911E-2
8.519934659E1,6.731843948E-2,2.825195789E0,1.287276745E0
8.520434919E1,2.699958086E-1,1.730209827E0,3.017471552E0
8.520934919E1,4.405709505E-1,6.315937042E-1,5.142220020E0
8.521434580E1,4.703032970E-1,-6.968479156E-1,7.599095345E0
8.521934242E1,4.879985452E-1,-2.402474403E0,1.092463970E1
8.522433903E1,7.652702928E-1,-4.333525658E0,1.477361393E1
8.522933565E1,1.612196088E0,-6.943360329E0,1.887908745E1
8.523433226E1,2.700947285E0,-1.000061226E1,2.099922943E1
8.523932888E1,4.271643639E0,-1.332259464E1,1.941807938E1
8.524432549E1,5.816083908E0,-1.594649601E1,1.586807156E1
8.524932211E1,6.253595352E0,-1.681602478E1,1.254961967E1
8.525431872E1,6.204192638E0,-1.620767975E1,1.021133423E1
8.525931534E1,5.440826416E0,-1.394619465E1,8.809206009E0
8.526431195E1,4.575436592E0,-1.037611961E1,7.470413208E0
8.526930856E1,3.563656092E0,-6.722027779E0,6.507372856E0
8.527430518E1,2.649900675E0,-3.749822617E0,5.665460110E0
8.527930179E1,1.826606631E0,-1.451298714E0,4.808537483E0
8.528429841E1,1.345669746E0,2.059221268E-1,3.765374899E0
8.528929502E1,9.851898551E-1,1.462255001E0,2.510657549E0
8.529429164E1,4.948427975E-1,2.378456116E0,1.311134338E0
8.529928825E1,-6.702245772E-2,3.003135681E0,3.228840828E-1
8.530428487E1,-9.513045549E-1,3.478513241E0,-5.460362434E-1
8.530928148E1,-2.083413839E0,3.599621773E0,-1.270440340E0
8.531427810E1,-3.374839067E0,3.324164391E0,-1.691805363E0
8.531927471E1,-4.689519405E0,2.621609211E0,-1.786332965E0
8.532427133E1,-5.308425426E0,1.782059193E0,-2.085100889E0
8.532926794E1,-4.542792320E0,8.630428314E-1,-2.733691931E0
8.533426455E1,-4.310974121E0,-1.379880905E-1,-3.320591927E0
8.533926117E1,-4.216656685E0,-1.271888733E0,-3.660936594E0
8.534425778E1,-3.900651217E0,-2.757411957E0,-3.210225821E0
8.534925440E1,-3.860848427E0,-4.525998116E0,-1.965635419E0
8.535425101E1,-3.915997505E0,-6.729925156E0,-2.936840057E-3
8.535924763E1,-4.085865498E0,-8.909073830E0,2.921735525E0
8.536424424E1,-4.879517555E0,-1.074936104E1,5.201443672E0
8.536924195E1,-5.677382469E0,-1.157218075E1,5.469551086E0
8.537424091E1,-6.087122917E0,-1.090669537E1,3.656849384E0
8.537923882E1,-6.221638680E0,-9.185539246E0,7.153251171E-1
8.538423570E1,-5.017913818E0,-6.457584381E0,-2.295549154E0
8.538923232E1,-3.393085718E0,-3.670487404E0,-4.574257851E0
8.539422893E1,-2.468336105E0,-1.176471710E0,-7.100011826E0
8.539922554E1,-3.160799026E0,9.186191559E-1,-8.088290215E0
8.540422216E1,-4.091527462E0,2.960511684E0,-8.524333000E0
8.540921877E1,-4.584912300E0,4.693109989E0,-9.890171051E0
8.541421539E1,-5.075246811E0,5.914751053E0,-1.076643562E1
8.541921200E1,-5.706488132E0,6.312691212E0,-1.048353004E1
8.542420862E1,-5.606440067E0,6.039610386E0,-1.014808846E1
8.542920523E1,-6.276171684E0,5.502212524E0,-9.607800484E0
8.543420185E1,-6.857083321E0,5.375421524E0,-9.246539116E0
8.543919846E1,-7.845407963E0,5.301016808E0,-8.739580154E0
8.544419508E1,-8.563855171E0,5.211131096E0,-8.072998047E0
8.544919169E1,-8.412526131E0,5.220357895E0,-6.162102222E0
8.545418830E1,-8.668380737E0,5.330856800E0,-3.984030724E0
8.545918492E1,-8.735154152E0,5.243972301E0,-2.346240759E0
8.546418153E1,-8.374512672E0,5.021237373E0,-1.550464869E0
8.546917815E1,-6.489125252E0,4.473506451E0,-1.999207973E0
8.547417476E1,-4.171447754E0,3.711686134E0,-3.596516848E0
8.547917138E1,-2.090034962E0,2.705600739E0,-5.798057079E0
8.548416799E1,-9.237918854E-1,1.285974503E0,-7.422488213E0
8.548916461E1,-3.199909627E-1,-2.503700256E-1,-8.402649879E0
8.549416122E1,1.809547246E-1,-1.279515266E0,-8.816660881E0
8.549915784E1,4.534550309E-1,-1.570882797E0,-8.449663162E0
8.550415445E1,5.499764681E-1,-1.059085846E0,-7.452641964E0
8.550915107E1,4.212553501E-1,-6.165285110E-1,-6.384627342E0
8.551414768E1,7.778677940E-1,-7.765102386E-1,-5.594172478E0
8.551914429E1,1.984657526E0,-1.812013626E0,-5.654297352E0
8.552414091E1,3.761281490E0,-3.731725693E0,-6.790787697E0
8.552913752E1,6.123182774E0,-6.238569260E0,-7.425628662E0
8.553413414E1,8.580670357E0,-8.510095596E0,-7.459995270E0
8.553913075E1,1.095540047E1,-1.021567345E1,-7.076804638E0
8.554412737E1,1.306681728E1,-1.133185673E1,-6.480360985E0
8.554912398E1,1.446039867E1,-1.118550777E1,-5.218658447E0
8.555412060E1,1.505863953E1,-9.738773346E0,-3.811738968E0
8.555911721E1,1.471834373E1,-7.465795517E0,-2.288277864E0
8.556411382E1,1.355907059E1,-4.574687958E0,-6.333137751E-1
8.556911044E1,1.142104340E1,-1.698972702E0,1.572695136E0
8.557410705E1,8.778470039E0,-1.336641312E-1,4.009471893E0
8.557910367E1,6.118460178E0,7.018680573E-1,5.940472603E0
8.558410028E1,4.063282967E0,1.421462059E0,7.271397591E0
8.558909690E1,2.539572239E0,2.140747547E0,8.072712898E0
8.559409351E1,1.488554478E0,2.578000546E0,8.259750366E0
8.559909013E1,4.428650439E-1,3.210098743E0,8.028106689E0
8.560408674E1,-3.956313431E-1,3.721357822E0,7.692781925E0
8.560908336E1,-8.593760729E-1,3.839430332E0,7.112788677E0
8.561408023E1,-1.369682789E0,3.722804070E0,5.906935692E0
8.561907877E1,-1.821507573E0,3.436400890E0,4.722817421E0
8.562407877E1,-1.747574210E0,3.092958450E0,4.123549938E0
8.562907669E1,-1.627646565E0,2.577639580E0,4.165042400E0
8.563407357E1,-2.478295565E0,2.258979797E0,3.119768620E0
8.563907018E1,-3.074724197E0,1.871113300E0,2.171256065E0
8.564406679E1,-3.597459078E0,1.466702461E0,1.175838232E0
8.564906341E1,-3.925337315E0,9.620227814E-1,5.131819844E-1
8.565406002E1,-3.640418530E0,3.428020477E-1,6.946888566E-2
8.565905664E1,-3.759036064E0,9.960556030E-2,-3.273640871E-1
8.566405325E1,-3.692856550E0,3.443918228E-1,-6.129585505E-1
8.566904987E1,-3.089262962E0,5.334692001E-1,-6.808790565E-1
8.567404648E1,-2.839533091E0,6.955308914E-1,-7.557981014E-1
8.567904310E1,-3.007739544E0,8.017835617E-1,-1.344162703E0
8.568403971E1,-2.714086771E0,9.693593979E-1,-1.795856357E0
8.568903632E1,-2.447600842E0,1.308021545E0,-2.547854662E0
8.569403294E1,-2.361615658E0,1.647590637E0,-2.734710455E0
8.569902955E1,-2.455404758E0,2.040666103E0,-2.411484241E0
8.570402617E1,-2.480904102E0,2.180986881E0,-1.745751381E0
8.570902278E1,-2.252388239E0,2.109604836E0,-8.709810972E-1
8.571401940E1,-1.977209687E0,2.111634731E0,-5.450594425E-2
8.571901601E1,-1.708006620E0,1.969402313E0,8.867378831E-1
8.572401263E1,-1.632673383E0,1.865019798E0,1.705268860E0
8.572900924E1,-1.465943098E0,1.712378502E0,2.333833456E0
8.573400586E1,-1.119441509E0,1.435065269E0,2.779431820E0
8.573900247E1,-6.233036518E-1,1.038169861E0,3.173434258E0
8.574399909E1,1.005378366E-1,6.535634995E-1,3.436627865E0
8.574899570E1,7.025653124E-1,5.205020905E-1,3.555027008E0
8.575399232E1,1.233183861E0,4.186172485E-1,3.602967739E0
8.575898893E1,1.735388041E0,3.982210159E-1,3.620903015E0
8.576398554E1,2.206323147E0,4.257984161E-1,3.513190269E0
8.576898216E1,2.669376135E0,3.697643280E-1,3.275374413E0
8.577397877E1,3.109533310E0,3.260412216E-1,2.969748735E0
8.577897539E1,3.597508907E0,2.013969421E-1,2.752209902E0
8.578397200E1,3.884486437E0,2.223014832E-2,2.584789753E0
8.578896862E1,4.111764431E0,-2.520532608E-1,2.460515261E0
8.579396523E1,4.291328430E0,-6.047143936E-1,2.329975605E0
8.579896185E1,4.489831924E0,-9.854383469E-1,2.224771023E0
8.580395846E1,4.738047123E0,-1.353587151E0,2.212501049E0
8.580895508E1,4.994959831E0,-1.654011726E0,2.247253418E0
8.581395169E1,5.198285580E0,-1.893930435E0,2.336125612E0
8.581894830E1,5.360072613E0,-2.082841873E0,2.423511982E0
8.582394492E1,5.477900505E0,-2.311646461E0,2.492521286E0
8.582894153E1,5.609002590E0,-2.565999985E0,2.340325832E0
8.583393815E1,5.635755062E0,-2.927289963E0,2.075466871E0
8.583893476E1,5.635092258E0,-3.373944283E0,1.918531895E0
8.584393138E1,5.509708405E0,-3.680993080E0,1.845278263E0
8.584892799E1,5.200914860E0,-3.822339058E0,1.867325783E0
8.585392461E1,4.815116882E0,-3.865221977E0,1.831218839E0
8.585892122E1,4.627783298E0,-3.843306541E0,1.665369034E0
8.586391784E1,4.501649857E0,-3.574938774E0,1.538082123E0
8.586891664E1,4.239517689E0,-3.376217842E0,1.471188784E0
8.587391690E1,3.738344193E0,-3.177741051E0,1.632476568E0
8.587891455E1,3.165410995E0,-2.986506462E0,2.006784916E0
8.588391117E1,2.771557331E0,-2.888247490E0,2.695406437E0
8.588890778E1,2.549173355E0,-3.018668175E0,3.542804003E0
8.589390440E1,2.329119921E0,-3.123456955E0,4.290848732E0
8.589890101E1,2.210354567E0,-3.276375771E0,4.786987782E0
8.590389763E1,2.435055256E0,-3.551273346E0,5.011196136E0
8.590889424E1,2.892816067E0,-3.924082756E0,4.975723743E0
8.591389086E1,3.529412746E0,-4.277453423E0,4.743456364E0
8.591888747E1,4.006132126E0,-4.566042900E0,4.470658302E0
8.592388409E1,4.458588600E0,-4.974239349E0,4.296445370E0
8.592888070E1,4.969991207E0,-5.396661758E0,4.251644611E0
8.593387732E1,5.327301025E0,-5.723503113E0,4.018333435E0
8.593887393E1,5.525799751E0,-5.967126846E0,3.743180513E0
8.594387054E1,5.633374214E0,-6.216694832E0,3.453875542E0
8.594886716E1,5.427610874E0,-6.226052284E0,3.150933981E0
8.595386377E1,5.139541626E0,-6.270717621E0,3.544303894E0
8.595886039E1,4.190019131E0,-6.018216133E0,3.991193533E0
8.596385700E1,2.725734711E0,-5.478488922E0,4.442414284E0
8.596885362E1,1.476037264E0,-5.077712059E0,4.777026653E0
8.597385023E1,4.483012557E-1,-4.884932518E0,5.072106838E0
8.597884685E1,-5.671350956E-1,-4.670253754E0,5.491241455E0
8.598384346E1,-1.401121497E0,-4.369297028E0,5.779406548E0
8.598884008E1,-1.977685809E0,-3.977871895E0,5.604653835E0
8.599383669E1,-2.067406178E0,-3.563765526E0,4.598494053E0
8.599883330E1,-2.096966743E0,-3.079823494E0,3.182986736E0
8.600382992E1,-1.534184694E0,-2.742021561E0,1.564737558E0
8.600882653E1,-1.163482904E0,-2.593725204E0,-3.790931702E-1
8.601382315E1,-1.069500566E0,-2.350180626E0,-2.427761316E0
8.601881976E1,-9.657444954E-1,-2.114371300E0,-3.923903942E0
8.602381638E1,-9.914996624E-1,-2.115847588E0,-5.168905258E0
8.602881299E1,-1.415247560E0,-2.466600418E0,-5.976725578E0
8.603380961E1,-1.996767163E0,-2.802403450E0,-6.479041576E0
8.603880622E1,-2.952923059E0,-3.015489578E0,-6.699065208E0
8.604380284E1,-3.786107540E0,-3.361965179E0,-5.983301163E0
8.604879945E1,-5.077336311E0,-3.399007797E0,-5.440010071E0
8.605379606E1,-5.991813660E0,-3.237017632E0,-4.729324341E0
8.605879268E1,-6.376468658E0,-3.010099411E0,-3.974354506E0
8.606378929E1,-6.698780060E0,-2.656023979E0,-3.167445421E0
8.606878591E1,-6.830602169E0,-2.421339035E0,-1.942859411E0
8.607378252E1,-6.596601486E0,-2.234117508E0,-8.038861752E-1
8.607877914E1,-6.164112091E0,-2.156500816E0,1.273280382E-1
8.608377575E1,-5.497513294E0,-2.195642471E0,9.240598679E-1
8.608877237E1,-4.536710739E0,-2.281997681E0,1.550552011E0
8.609376898E1,-4.208430767E0,-2.408334732E0,1.635996580E0
8.609876560E1,-3.692372561E0,-2.521910667E0,1.573580623E0
8.610376221E1,-2.936995029E0,-2.601369858E0,1.348080397E0
8.610875883E1,-2.473878622E0,-2.596504211E0,1.201436758E0
8.611375544E1,-2.388588190E0,-2.449826241E0,5.530548096E-1
8.611875721E1,-2.249420166E0,-2.189825058E0,-6.522467136E-1
8.612375565E1,-1.616159439E0,-2.029209137E0,-2.051269531E0
8.612875096E1,-8.985645771E-1,-2.020015717E0,-3.833780050E0
8.613374627E1,-2.954049110E-1,-1.898455620E0,-5.902650356E0
